ID_CAMPANHA,PRODUTO,COR_PRODUTO,status_pre,operacao,ESTOQUE,ES1,ES2,ES3,ES4,ES5,ES6,ES7,ES8,ES9,ES10,ES11,ES12,ES13,ES14,ES15,ES16,DT_EXCLUSAO,validacao_pos
54,373081      ,59567       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373084      ,59504       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373085      ,59504       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373086      ,59504       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373087      ,59538       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373088      ,59538       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373090      ,59538       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373091      ,59538       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373092      ,59599       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373093      ,59599       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373094      ,59599       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373096      ,59599       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373098      ,59600       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373099      ,59600       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373108      ,59463       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373109      ,59463       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373110      ,59463       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373111      ,59463       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373113      ,59524       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373114      ,59524       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373116      ,59524       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373117      ,59524       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373142      ,59594       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373170      ,59481       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373184      ,05024       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373184      ,07448       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373199      ,07742       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373202      ,05024       ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373203      ,2276        ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373206      ,0105        ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,OK
54,373207      ,0105        ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,OK
54,373218      ,2276        ,PENDENTE_UPDATE,INTEGRADO_ATUALIZADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,OK
